Sample_ID,Genome,Study,Country,Region,Year,Accession,Database,Continent,updated_arc,updated_Subtype
PF0359-C.g86,PF0359-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039923,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.8 head structure with DBLg4
PF0359-C.g98,PF0359-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039923,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0361-C.g468,PF0361-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR223040,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.1 head structure with DBLg4
PF0365-C.g170,PF0365-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR039982,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0367-C.g23,PF0367-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042708,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0368-C.g414,PF0368-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR039972,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0369-C.g166,PF0369-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR042638,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0373-C.g745,PF0373-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039901,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0373-C.g85,PF0373-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039901,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg9-DBLd1-CIDRg5,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0378-C.g1856,PF0378-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211465,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0381-C.g746,PF0381-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR211473,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0383-C.g39,PF0383-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042695,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa2-CIDRa1.1 head structure with DBLg6
PF0396-C.g1093,PF0396-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039918,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0398-C.g34,PF0398-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042700,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg6
PF0401-C.g133,PF0401-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039888,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0408-C.g549,PF0408-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR216462,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0415-C.g325,PF0415-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR211476,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0421-C.g184,PF0421-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039897,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0422-C.g297,PF0422-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR211472,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0427-C.g112,PF0427-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042237,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0427-C.g176,PF0427-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042237,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0427-C.g237,PF0427-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042237,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0432-C.g137,PF0432-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039902,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2-DBLe11-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
PF0432-C.g315,PF0432-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039902,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0432-C.g598,PF0432-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039902,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0432-C.g607,PF0432-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039902,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0433-C.g29,PF0433-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042698,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0440-C.g172,PF0440-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042712,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz1-DBLe9,DBLa2-CIDRa1.1 head structure with DBLg4
PF0442-C.g210,PF0442-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR039978,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd4-CIDRd1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0445-C.g169,PF0445-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042719,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0446-CW.g73,PF0446-CW,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR043313,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg2,DBLa2-CIDRa1.1 head structure with DBLg4
PF0448-C.g33,PF0448-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR042236,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PF0450-C.g320,PF0450-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR211462,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0453-C.g261,PF0453-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114374,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg2-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0453-C.g452,PF0453-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114374,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRg4,DBLa2-CIDRa1.1 head structure with DBLg6
PF0453-C.g583,PF0453-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114374,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0463-C.g474,PF0463-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR063563,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0463-C.g525,PF0463-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR063563,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd4-CIDRg8,DBLa2-CIDRa1.1 head structure with DBLg4
PF0465-C.g3167,PF0465-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR069572,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0467-C.g142,PF0467-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114371,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRg4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0472-C.g274,PF0472-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR063567,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg9,DBLa2-CIDRa1.1 head structure with DBLg4
PF0472-C.g90,PF0472-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR063567,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd5-CIDRb4-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg6
PF0473-C.g159,PF0473-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR063561,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0479-C.g1069,PF0479-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR063560,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0486-C.g192,PF0486-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114366,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz2-DBLe11-DBLe3,DBLa2-CIDRa1.1 head structure with DBLg4
PF0488-C.g239,PF0488-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114377,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0489-C.g460,PF0489-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR114358,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0489-C.g470,PF0489-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR114358,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa2-CIDRa1.8 head structure with DBLg6
PF0493-C.g319,PF0493-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR114367,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0499-C.g485,PF0499-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114376,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0499-C.g665,PF0499-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR114376,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0502-C.g417,PF0502-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2011,ERR069570,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0512-C.g250,PF0512-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2009,ERR063565,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb3,DBLa2-CIDRa1.1 head structure with DBLg6
PF0514-C.g573,PF0514-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR114378,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0522-C.g710,PF0522-C,1017-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2010,ERR063562,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0587-C.g1028,PF0587-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR337556,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.8 head structure with DBLg4
PF0590-C.g710,PF0590-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR234553,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0613-C.g2580,PF0613-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343119,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1,DBLa2-CIDRa1.8 head structure with DBLg6
PF0614-C.g1308,PF0614-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343105,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0617-C.g309,PF0617-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR340459,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0619-C.g1343,PF0619-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343106,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0620-C.g3251,PF0620-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343107,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PF0621-C.g436,PF0621-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR340460,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1-CIDRg2,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0629-C.g642,PF0629-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343101,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg6
PF0635-C.g1933,PF0635-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343110,megaDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz3-DBLe12,DBLa2-CIDRa1.8 head structure with DBLg4
PF0653-C.g4037,PF0653-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343114,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0653-C.g7719,PF0653-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2012,ERR343114,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0663-C.g3343,PF0663-C,1083-PF-GH-CONWAY,Ghana,Brong Ahafo,2013,ERR343104,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg4
PF0669-C.g419,PF0669-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR403193,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb3,DBLa2-CIDRa1.1 head structure with DBLg4
PF0676-C.g119,PF0676-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376212,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg12-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0683-C.g2243,PF0683-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376215,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PF0684-C.g2246,PF0684-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376216,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0685-C.g476,PF0685-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376203,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0689-C.g287,PF0689-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376189,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0693-C.g2064,PF0693-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR403198,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd3-CIDRg2-DBLz6-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0695-C.g2789,PF0695-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376219,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0696-C.g3057,PF0696-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR403199,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg4,DBLa1.2-CIDRa1.1 head structure with DBLg4
PF0697-C.g146,PF0697-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376192,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0700-C.g1541,PF0700-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376206,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0718-C.g3110,PF0718-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376197,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg4-DBLg11-DBLd4-CIDRg8,DBLa1.2-CIDRa1.1 head structure with DBLg4
PF0722-C.g166,PF0722-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376210,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0722-C.g234,PF0722-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376210,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd1-CIDRb1-DBLz6-DBLe9,DBLa2-CIDRa1.8 head structure with DBLg6
PF0722-C.g263,PF0722-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376210,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PF0723-C.g202,PF0723-C,1083-PF-GH-CONWAY,Ghana,Upper East,2012,ERR376198,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11-DBLd1-CIDRb1,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0728-C.g157,PF0728-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450090,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0729-C.g425,PF0729-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450052,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.8 head structure with DBLg4
PF0730-C.g235,PF0730-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450042,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0732-C.g731,PF0732-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450102,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0733-C.g268,PF0733-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450104,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0734-C.g1123,PF0734-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450106,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0736-C.g2337,PF0736-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450046,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd4-CIDRd1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0739-C.g341,PF0739-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450036,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLg14-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0756-C.g260,PF0756-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450103,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb6,DBLa2-CIDRa1.1 head structure with DBLg6
PF0760-C.g307,PF0760-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450083,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg4
PF0763-C.g364,PF0763-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450049,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLz5-DBLe4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0768-C.g68,PF0768-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450067,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg12-DBLd1-CIDRg1,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0771-C.g6809,PF0771-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450069,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PF0775-C.g115,PF0775-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450100,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6-DBLg11,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0777-C.g1128,PF0777-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450074,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLe14-DBLe3,DBLa2-CIDRa1.8 head structure with DBLg4
PF0783-C.g1393,PF0783-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450122,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb5,DBLa2-CIDRa1.1 head structure with DBLg6
PF0787-C.g404,PF0787-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450050,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLd1-CIDRb1,DBLa2-CIDRa1.8 head structure with DBLg4
PF0790-C.g497,PF0790-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450054,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0800-C.g2346,PF0800-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450061,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg6-DBLd1-CIDRb1,DBLa2-CIDRa1.1 head structure with DBLg6
PF0803-C.g120,PF0803-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450076,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4-DBLd1-CIDRg5,DBLa2-CIDRa1.1 head structure with DBLg4
PF0811-C.g176,PF0811-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450051,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
PF0815-C.g622,PF0815-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450077,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg6-DBLd5-CIDRb3-DBLb6-DBLg10,DBLa2-CIDRa1.8 head structure with DBLg6
PF0818-C.g564,PF0818-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450068,varDB,Africa,DBLa1.2-CIDRa1.1-DBLb12-DBLg6,DBLa1.2-CIDRa1.1 head structure with DBLg6
PF0820-C.g669,PF0820-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450071,varDB,Africa,DBLa2-CIDRa1.1-DBLb12-DBLg4,DBLa2-CIDRa1.1 head structure with DBLg4
PF0823-C.g1102,PF0823-C,1094-PF-GH-AMENGA-ETEGO,Ghana,Upper East,2013,ERR450084,varDB,Africa,DBLa2-CIDRa1.8-DBLb12-DBLg4-DBLz1-DBLe6,DBLa2-CIDRa1.8 head structure with DBLg4
